YEAR,UNIQUE_PROVIDERS,PROVIDER_TYPE_CD,PROVIDER_TYPE_DESC,SITE_OF_SERVICE,PAYER,RESOURCE_UTILIZATION_BAND,RUCA_PROVIDER_CLASS,RUCA_CLASS,NUM_PROCEDURES,UNIQUE_PATIENTS,PROC_PER_PROV_MED,PROC_PER_PROV_MEAN,PROC_PER_PROV_SD,CHARGE_AMT_MED,CHARGE_AMT_MEAN,CHARGE_AMT_SD,CHARGE_AMT_SUM,INSURER_PAID_AMT_MED,INSURER_PAID_AMT_MEAN,INSURER_PAID_AMT_SD,INSURER_PAID_AMT_SUM,MEMBER_PAID_AMT_MED,MEMBER_PAID_AMT_MEAN,MEMBER_PAID_AMT_SD,MEMBER_PAID_AMT_SUM,TOTAL_PAID_AMT_MED,TOTAL_PAID_AMT_MEAN,TOTAL_PAID_AMT_SD,TOTAL_PAID_AMT_SUM
2019,710,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,1,4,"8,093","1,680",4.00,11.40,31.40,$62.75,$147.01,"$1,101.54","$1,189,782.88",$11.94,$39.22,$392.03,"$317,391.86",$0.00,$0.53,$4.18,"$4,272.67",$11.96,$39.75,$392.08,"$321,664.53"
2019,161,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,2,1,"7,691","1,689",29.00,47.77,68.54,$73.00,$167.14,$281.66,"$1,285,504.51",$10.28,$34.59,$58.54,"$266,010.96",$0.00,$0.79,$5.12,"$6,072.51",$10.29,$35.38,$59.15,"$272,083.47"
2019,166,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,2,2,"16,385","2,044",62.50,98.70,113.05,$50.00,$129.08,$182.71,"$2,114,932.77",$9.33,$30.27,$50.05,"$496,053.37",$0.00,$0.83,$5.41,"$13,628.90",$9.33,$31.11,$50.80,"$509,682.27"
2019,107,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,2,3,"1,496",266,5.00,13.98,24.90,$67.00,$143.04,$205.03,"$213,993.11",$7.52,$29.99,$66.82,"$44,867.47",$0.00,$0.50,$2.71,$744.56,$7.53,$30.49,$67.08,"$45,612.03"
2019,129,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,2,4,"3,082",525,12.00,23.89,31.56,$53.00,$145.28,$316.72,"$447,741.65",$6.04,$29.80,$57.27,"$91,840.79",$0.00,$0.58,$2.70,"$1,777.50",$6.51,$30.38,$57.68,"$93,618.29"
2019,181,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,3,1,"5,020","1,221",9.00,27.73,59.38,$92.00,$146.40,$158.96,"$734,913.48",$12.01,$55.61,$99.71,"$279,184.85",$0.00,$0.58,$2.87,"$2,908.80",$12.09,$56.19,$99.81,"$282,093.65"
2019,124,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,3,2,"1,400",328,4.00,11.29,27.22,$94.00,$147.11,$144.35,"$205,956.48",$8.80,$32.97,$54.21,"$46,162.64",$0.00,$0.70,$2.90,$981.40,$8.97,$33.67,$54.55,"$47,144.04"
2019,229,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,3,3,"20,350","2,758",40.00,88.86,115.09,$86.00,$135.54,$187.15,"$2,758,149.13",$8.80,$33.75,$75.35,"$686,797.13",$0.00,$0.68,$3.29,"$13,920.22",$8.99,$34.43,$75.65,"$700,717.35"
2019,203,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,3,4,"4,169",931,12.00,20.54,24.28,$102.10,$160.03,$336.95,"$667,177.12",$9.98,$38.33,$161.95,"$159,800.63",$0.00,$0.77,$3.32,"$3,220.20",$10.00,$39.10,$162.41,"$163,020.83"
2019,252,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,4,1,"5,388","1,535",6.50,21.38,58.18,$137.00,$179.99,$596.47,"$969,796.82",$11.23,$50.46,$178.57,"$271,866.72",$0.00,$0.94,$3.95,"$5,081.95",$11.52,$51.40,$178.68,"$276,948.67"
2019,167,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,4,2,"2,615",570,5.00,15.66,38.30,$84.35,$135.70,$162.60,"$354,858.08",$9.56,$37.68,$82.75,"$98,521.31",$0.00,$0.99,$4.03,"$2,596.52",$9.59,$38.67,$83.14,"$101,117.83"
2019,234,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,4,3,"3,858",845,7.00,16.49,38.30,$113.00,$165.69,$242.80,"$639,232.02",$6.26,$48.88,$110.01,"$188,562.05",$0.00,$0.75,$3.49,"$2,886.30",$6.74,$49.62,$110.16,"$191,448.35"
2019,323,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,4,4,"25,660","3,704",49.00,79.44,97.12,$106.00,$138.78,$178.01,"$3,561,184.44",$3.06,$42.42,$101.93,"$1,088,380.45",$0.00,$0.99,$4.29,"$25,389.99",$3.06,$43.40,$102.30,"$1,113,770.44"
2019,229,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,5,1,"11,360","2,050",5.00,49.61,159.42,$121.00,$164.01,$168.60,"$1,863,186.40",$15.78,$42.91,$57.78,"$487,409.56",$0.00,$0.46,$2.61,"$5,190.90",$15.86,$43.36,$58.03,"$492,600.46"
2019,93,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,5,2,"1,486",276,3.00,15.98,33.08,$88.00,$140.82,$132.08,"$209,251.64",$12.59,$34.80,$41.26,"$51,712.97",$0.00,$1.04,$4.47,"$1,539.24",$12.64,$35.84,$42.06,"$53,252.21"
2019,86,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,5,3,"1,675",345,3.50,19.48,49.42,$105.00,$143.84,$205.28,"$240,938.67",$10.68,$36.54,$124.56,"$61,203.77",$0.00,$0.78,$3.57,"$1,298.50",$11.00,$37.31,$124.74,"$62,502.27"
2019,151,14-08,FAMILY MEDICINE,1,Minnesota Health Care Programs,5,5,4,"1,809",503,4.00,11.98,21.91,$132.00,$165.84,$415.86,"$300,001.03",$11.88,$43.68,$170.61,"$79,020.78",$0.00,$0.92,$3.90,"$1,673.28",$11.94,$44.61,$170.69,"$80,694.06"
2019,79,14-08,FAMILY MEDICINE,2,Commercial,1,1,1,"1,306",169,5.00,16.53,27.16,$161.56,$197.91,$118.49,"$258,464.09",$85.38,$89.22,$84.42,"$116,521.83",$0.00,$28.54,$59.59,"$37,277.08",$110.85,$117.76,$84.14,"$153,798.91"
2019,16,14-08,FAMILY MEDICINE,2,Commercial,1,3,3,242,42,6.50,15.13,20.13,$104.40,$149.66,$223.13,"$36,218.14",$76.70,$82.98,$145.46,"$20,081.14",$0.00,$25.06,$37.17,"$6,064.96",$98.53,$108.04,$136.23,"$26,146.10"
2019,11,14-08,FAMILY MEDICINE,2,Commercial,1,3,4,127,22,7.00,11.55,10.94,$119.25,$172.30,$264.23,"$21,881.74",$119.25,$113.77,$120.53,"$14,448.93",$0.00,$13.41,$32.25,"$1,703.29",$119.25,$127.18,$112.98,"$16,152.22"
2019,34,14-08,FAMILY MEDICINE,2,Commercial,1,4,4,234,44,2.00,6.88,8.27,$170.00,$446.25,$583.82,"$104,423.29",$25.31,$134.23,$249.66,"$31,410.41",$3.75,$59.69,$88.26,"$13,967.03",$88.70,$193.92,$232.57,"$45,377.44"
2019,16,14-08,FAMILY MEDICINE,2,Commercial,1,5,1,57,16,2.00,3.56,4.44,$312.00,$257.79,$145.69,"$14,694.22",$99.71,$74.37,$91.80,"$4,238.99",$23.23,$56.29,$75.36,"$3,208.47",$113.46,$130.66,$85.09,"$7,447.46"
2019,142,14-08,FAMILY MEDICINE,2,Commercial,2,1,1,"2,854",428,2.00,20.10,35.85,$161.56,$193.74,$152.27,"$552,944.78",$49.25,$70.96,$88.57,"$202,529.30",$0.00,$44.92,$71.75,"$128,195.08",$107.42,$115.88,$88.28,"$330,724.38"
2019,22,14-08,FAMILY MEDICINE,2,Commercial,2,1,2,108,35,3.50,4.91,4.59,$191.50,$272.18,$214.70,"$29,395.67",$40.79,$99.11,$136.26,"$10,703.63",$0.00,$72.19,$134.82,"$7,797.04",$123.62,$171.30,$158.59,"$18,500.67"
2019,13,14-08,FAMILY MEDICINE,2,Commercial,2,1,3,39,16,2.00,3.00,3.56,$161.56,$177.07,$252.23,"$6,905.62",$49.64,$56.78,$63.83,"$2,214.60",$0.00,$17.80,$39.44,$694.39,$76.70,$74.59,$59.82,"$2,908.99"
2019,24,14-08,FAMILY MEDICINE,2,Commercial,2,1,4,113,26,3.00,4.71,5.69,$260.94,$235.48,$180.40,"$26,609.43",$99.71,$112.74,$134.73,"$12,739.74",$0.00,$43.88,$102.92,"$4,958.98",$115.00,$156.63,$138.30,"$17,698.72"
2019,13,14-08,FAMILY MEDICINE,2,Commercial,2,2,1,109,27,8.00,8.38,8.82,$295.00,$401.31,$348.27,"$43,742.66",$84.62,$202.69,$282.06,"$22,093.07",$45.00,$89.06,$104.47,"$9,707.82",$200.47,$291.75,$237.52,"$31,800.89"
2019,19,14-08,FAMILY MEDICINE,2,Commercial,2,2,2,153,56,5.00,8.05,9.25,$399.00,$380.24,$265.28,"$58,177.42",$182.91,$194.51,$196.64,"$29,760.07",$0.00,$87.52,$159.18,"$13,390.10",$316.16,$282.03,$175.76,"$43,150.17"
2019,30,14-08,FAMILY MEDICINE,2,Commercial,2,3,3,607,103,5.00,20.23,35.04,$119.25,$272.28,$558.14,"$165,272.42",$49.64,$119.74,$379.64,"$72,684.42",$0.00,$51.97,$97.57,"$31,544.93",$115.92,$171.71,$378.52,"$104,229.35"
2019,17,14-08,FAMILY MEDICINE,2,Commercial,2,3,4,157,41,4.00,9.24,12.55,$77.05,$293.09,$734.33,"$46,014.65",$32.05,$174.83,$559.20,"$27,448.98",$0.00,$24.27,$34.79,"$3,809.94",$73.94,$199.10,$552.94,"$31,258.92"
2019,14,14-08,FAMILY MEDICINE,2,Commercial,2,4,1,95,18,4.00,6.79,7.93,$115.00,$150.36,$102.12,"$14,284.50",$76.70,$109.26,$92.85,"$10,379.32",$0.00,$20.79,$38.54,"$1,974.88",$107.22,$130.04,$75.36,"$12,354.20"
2019,13,14-08,FAMILY MEDICINE,2,Commercial,2,4,3,81,14,3.00,6.23,7.67,$119.00,$185.70,$175.62,"$15,042.02",$0.01,$40.42,$126.77,"$3,274.07",$0.00,$32.56,$49.23,"$2,637.45",$76.70,$72.98,$128.89,"$5,911.52"
2019,78,14-08,FAMILY MEDICINE,2,Commercial,2,4,4,667,138,3.00,8.55,10.41,$170.00,$486.23,$766.95,"$324,314.55",$63.40,$265.07,$581.46,"$176,800.30",$0.00,$35.23,$85.62,"$23,500.43",$82.34,$300.30,$577.32,"$200,300.73"
2019,34,14-08,FAMILY MEDICINE,2,Commercial,2,5,1,215,48,2.00,6.32,7.89,$232.00,$401.35,$420.74,"$86,290.08",$78.35,$127.21,$163.47,"$27,350.71",$0.00,$58.63,$98.08,"$12,606.47",$123.62,$185.85,$151.00,"$39,957.18"
2019,12,14-08,FAMILY MEDICINE,2,Commercial,2,5,2,41,20,1.50,3.42,3.50,$218.00,$356.77,$383.71,"$14,627.54",$10.15,$98.06,$145.89,"$4,020.55",$0.00,$92.44,$168.20,"$3,790.12",$121.87,$190.50,$182.05,"$7,810.67"
2019,12,14-08,FAMILY MEDICINE,2,Commercial,2,5,3,111,15,6.50,9.25,9.48,$229.00,$396.81,$479.92,"$44,045.82",$34.83,$88.82,$153.86,"$9,858.77",$34.08,$88.02,$143.40,"$9,770.27",$138.01,$176.84,$170.39,"$19,629.04"
2019,19,14-08,FAMILY MEDICINE,2,Commercial,2,5,4,176,46,2.00,9.26,16.59,$235.50,$287.33,$234.59,"$50,570.42",$136.50,$190.66,$176.33,"$33,556.17",$0.00,$17.17,$60.18,"$3,021.73",$177.88,$207.83,$172.03,"$36,577.90"
2019,519,14-08,FAMILY MEDICINE,2,Commercial,3,1,1,"11,356","3,540",6.00,21.88,46.12,$219.98,$242.71,$209.24,"$2,756,271.15",$76.70,$102.25,$138.47,"$1,161,104.05",$0.00,$52.21,$100.28,"$592,854.06",$131.19,$154.45,$153.15,"$1,753,958.11"
2019,209,14-08,FAMILY MEDICINE,2,Commercial,3,1,2,"1,048",466,2.00,5.01,14.11,$257.00,$353.61,$357.77,"$370,581.26",$76.70,$134.84,$204.60,"$141,311.37",$0.00,$90.54,$167.46,"$94,883.67",$177.95,$225.38,$236.54,"$236,195.04"
2019,79,14-08,FAMILY MEDICINE,2,Commercial,3,1,3,376,129,2.00,4.76,6.99,$207.00,$358.21,$485.20,"$134,687.24",$76.70,$121.04,$186.02,"$45,511.80",$0.00,$32.97,$80.68,"$12,397.33",$94.28,$154.01,$199.86,"$57,909.13"
2019,91,14-08,FAMILY MEDICINE,2,Commercial,3,1,4,479,191,2.00,5.26,8.24,$232.84,$286.38,$221.20,"$137,173.68",$76.70,$101.21,$117.92,"$48,479.21",$0.00,$54.37,$110.31,"$26,042.05",$103.48,$155.58,$135.06,"$74,521.26"
2019,49,14-08,FAMILY MEDICINE,2,Commercial,3,2,1,509,290,4.00,10.39,16.51,$375.00,$378.84,$235.17,"$192,829.69",$170.70,$181.76,$165.96,"$92,517.27",$17.23,$87.63,$128.64,"$44,603.37",$247.87,$269.39,$148.31,"$137,120.64"
2019,81,14-08,FAMILY MEDICINE,2,Commercial,3,2,2,"1,205",657,7.00,14.88,27.15,$398.00,$416.61,$314.27,"$502,009.24",$167.46,$194.98,$199.97,"$234,951.91",$0.00,$82.75,$147.39,"$99,714.64",$242.39,$277.73,$183.67,"$334,666.55"
2019,12,14-08,FAMILY MEDICINE,2,Commercial,3,2,3,49,25,3.00,4.08,3.34,$272.00,$339.45,$249.66,"$16,633.19",$136.41,$168.04,$163.58,"$8,234.20",$0.00,$41.22,$91.43,"$2,019.65",$186.34,$209.26,$160.40,"$10,253.85"
2019,38,14-08,FAMILY MEDICINE,2,Commercial,3,2,4,146,78,2.00,3.84,4.19,$276.00,$326.70,$267.57,"$47,698.79",$60.40,$138.07,$180.52,"$20,158.48",$34.81,$105.14,$169.40,"$15,350.74",$206.64,$243.21,$244.08,"$35,509.22"
2019,52,14-08,FAMILY MEDICINE,2,Commercial,3,3,1,193,117,2.00,3.71,4.65,$208.02,$332.98,$594.55,"$64,265.78",$76.70,$141.40,$439.02,"$27,290.73",$0.00,$60.74,$132.41,"$11,722.62",$109.25,$202.14,$446.17,"$39,013.35"
2019,50,14-08,FAMILY MEDICINE,2,Commercial,3,3,2,184,73,2.50,3.68,6.05,$311.50,$406.71,$629.95,"$74,833.80",$38.44,$140.98,$492.62,"$25,939.98",$0.00,$58.84,$135.65,"$10,825.64",$108.15,$199.81,$497.51,"$36,765.62"
2019,155,14-08,FAMILY MEDICINE,2,Commercial,3,3,3,"2,732",839,6.00,17.63,29.89,$171.00,$347.99,$736.51,"$950,705.01",$76.70,$159.51,$521.58,"$435,791.83",$0.00,$40.34,$125.49,"$110,221.17",$77.05,$199.86,$527.40,"$546,013.00"
2019,103,14-08,FAMILY MEDICINE,2,Commercial,3,3,4,842,281,4.00,8.17,9.97,$170.50,$310.27,$740.57,"$261,248.63",$59.16,$117.45,$419.52,"$98,890.67",$0.00,$39.13,$99.89,"$32,951.46",$76.70,$156.58,$424.59,"$131,842.13"
2019,75,14-08,FAMILY MEDICINE,2,Commercial,3,4,1,210,128,1.00,2.80,4.42,$173.00,$260.80,$360.12,"$54,767.42",$49.64,$101.44,$220.72,"$21,302.62",$0.00,$58.53,$97.46,"$12,290.78",$127.68,$159.97,$235.89,"$33,593.40"
2019,56,14-08,FAMILY MEDICINE,2,Commercial,3,4,2,247,94,2.00,4.41,6.70,$189.00,$400.32,$595.74,"$98,879.65",$24.40,$168.44,$375.71,"$41,604.70",$0.00,$42.19,$79.31,"$10,421.06",$117.18,$210.63,$366.33,"$52,025.76"
2019,76,14-08,FAMILY MEDICINE,2,Commercial,3,4,3,386,133,3.00,5.08,7.00,$202.00,$394.61,$513.98,"$152,320.04",$65.43,$150.12,$295.21,"$57,947.00",$0.00,$48.79,$87.21,"$18,832.26",$122.27,$198.91,$285.63,"$76,779.26"
2019,275,14-08,FAMILY MEDICINE,2,Commercial,3,4,4,"3,663","1,212",7.00,13.32,20.18,$189.00,$392.94,$504.72,"$1,439,355.40",$70.48,$156.05,$308.39,"$571,623.78",$0.00,$50.84,$119.80,"$186,222.15",$115.17,$206.89,$312.89,"$757,845.93"
2019,138,14-08,FAMILY MEDICINE,2,Commercial,3,5,1,"1,124",426,3.00,8.14,17.49,$236.00,$297.79,$334.36,"$334,718.62",$75.27,$111.76,$165.03,"$125,616.19",$0.00,$43.61,$87.03,"$49,020.68",$134.00,$155.37,$163.07,"$174,636.87"
2019,66,14-08,FAMILY MEDICINE,2,Commercial,3,5,2,485,227,3.00,7.35,18.66,$222.74,$374.39,$472.20,"$181,579.20",$85.53,$164.31,$233.22,"$79,691.06",$0.00,$38.82,$82.13,"$18,826.50",$151.87,$203.13,$225.51,"$98,517.56"
2019,49,14-08,FAMILY MEDICINE,2,Commercial,3,5,3,219,108,2.00,4.47,6.09,$159.50,$212.21,$201.42,"$46,473.38",$51.12,$68.15,$79.75,"$14,925.04",$0.00,$51.23,$169.24,"$11,220.20",$94.28,$119.38,$169.09,"$26,145.24"
2019,80,14-08,FAMILY MEDICINE,2,Commercial,3,5,4,690,277,3.00,8.63,19.94,$179.00,$281.09,$276.19,"$193,952.59",$44.35,$123.23,$170.19,"$85,027.95",$0.00,$43.74,$90.08,"$30,181.52",$111.00,$166.97,$168.49,"$115,209.47"
2019,469,14-08,FAMILY MEDICINE,2,Commercial,4,1,1,"6,308","2,762",7.00,13.45,21.07,$237.42,$806.65,"$1,679.35","$5,088,370.31",$109.40,$455.97,"$1,126.31","$2,876,240.21",$0.00,$116.56,$405.43,"$735,278.33",$169.62,$572.53,"$1,276.35","$3,611,518.54"
2019,167,14-08,FAMILY MEDICINE,2,Commercial,4,1,2,697,395,2.00,4.17,10.40,$301.00,$895.19,"$1,544.86","$623,947.44",$155.51,$533.48,"$1,140.38","$371,837.32",$0.00,$96.07,$260.62,"$66,961.68",$235.93,$629.55,"$1,189.47","$438,799.00"
2019,77,14-08,FAMILY MEDICINE,2,Commercial,4,1,3,245,108,2.00,3.18,3.55,$252.00,$808.66,"$1,597.85","$198,122.27",$61.73,$286.18,$821.65,"$70,113.64",$0.00,$228.24,$662.42,"$55,918.45",$99.71,$514.42,"$1,133.66","$126,032.09"
2019,111,14-08,FAMILY MEDICINE,2,Commercial,4,1,4,412,198,2.00,3.71,5.41,$233.00,$721.06,"$1,644.15","$297,075.48",$85.64,$413.73,"$1,161.38","$170,458.48",$0.00,$86.71,$290.19,"$35,724.76",$158.31,$500.44,"$1,251.34","$206,183.24"
2019,55,14-08,FAMILY MEDICINE,2,Commercial,4,2,1,317,190,3.00,5.76,8.95,$297.00,$688.12,"$1,280.68","$218,134.31",$189.66,$435.19,$998.92,"$137,955.77",$0.00,$95.00,$275.37,"$30,115.39",$249.59,$530.19,"$1,069.58","$168,071.16"
2019,70,14-08,FAMILY MEDICINE,2,Commercial,4,2,2,634,376,6.00,9.06,8.84,$406.00,"$1,268.70","$2,086.89","$804,356.04",$249.59,$866.60,"$1,586.41","$549,424.00",$0.00,$133.57,$440.45,"$84,685.14",$301.20,"$1,000.17","$1,743.99","$634,109.14"
2019,21,14-08,FAMILY MEDICINE,2,Commercial,4,2,3,52,33,2.00,2.48,3.04,$235.50,$700.64,"$1,777.34","$36,433.11",$148.50,$387.20,$931.84,"$20,134.36",$0.00,$17.76,$53.69,$923.63,$179.00,$404.96,$946.07,"$21,057.99"
2019,39,14-08,FAMILY MEDICINE,2,Commercial,4,2,4,111,57,2.00,2.85,2.61,$237.00,$992.08,"$1,907.80","$110,120.37",$118.00,$637.81,"$1,376.95","$70,796.40",$0.00,$108.20,$379.78,"$12,010.08",$189.66,$746.00,"$1,525.78","$82,806.48"
2019,46,14-08,FAMILY MEDICINE,2,Commercial,4,3,1,192,128,2.00,4.17,7.56,$305.42,$529.26,$910.97,"$101,618.74",$76.70,$332.40,$861.43,"$63,821.62",$0.00,$54.30,$206.82,"$10,425.54",$133.77,$386.70,$916.04,"$74,247.16"
2019,26,14-08,FAMILY MEDICINE,2,Commercial,4,3,2,60,37,2.00,2.31,2.29,$343.00,"$1,152.63","$1,660.38","$69,157.88",$90.95,$738.10,"$1,462.43","$44,286.07",$0.00,$56.72,$155.83,"$3,402.97",$152.85,$794.82,"$1,501.81","$47,689.04"
2019,153,14-08,FAMILY MEDICINE,2,Commercial,4,3,3,"1,325",471,4.00,8.66,13.11,$171.00,$588.93,"$1,365.84","$780,328.69",$60.55,$335.78,$967.23,"$444,905.36",$0.00,$47.88,$242.05,"$63,445.78",$75.32,$383.66,"$1,045.60","$508,351.14"
2019,85,14-08,FAMILY MEDICINE,2,Commercial,4,3,4,348,150,3.00,4.09,5.43,$182.00,$697.87,"$1,355.47","$242,857.43",$70.54,$451.41,"$1,044.36","$157,089.32",$0.00,$76.46,$349.87,"$26,608.84",$76.70,$527.87,"$1,157.95","$183,698.16"
2019,61,14-08,FAMILY MEDICINE,2,Commercial,4,4,1,217,96,2.00,3.56,5.25,$189.00,$804.86,"$1,887.60","$174,654.76",$40.54,$302.37,$861.51,"$65,613.36",$0.00,$149.06,$635.60,"$32,345.01",$76.70,$451.42,"$1,165.54","$97,958.37"
2019,50,14-08,FAMILY MEDICINE,2,Commercial,4,4,2,153,73,2.00,3.06,3.74,$352.00,"$2,368.15","$3,115.20","$362,327.34",$186.44,"$1,015.50","$1,295.54","$155,371.38",$0.00,$662.43,"$1,055.82","$101,351.25",$232.79,"$1,677.93","$2,186.84","$256,722.63"
2019,77,14-08,FAMILY MEDICINE,2,Commercial,4,4,3,274,122,2.00,3.56,3.78,$232.00,$918.62,"$1,603.73","$251,701.73",$76.69,$442.15,"$1,025.07","$121,149.36",$0.00,$134.64,$410.09,"$36,892.02",$134.07,$576.79,"$1,170.12","$158,041.38"
2019,255,14-08,FAMILY MEDICINE,2,Commercial,4,4,4,"2,400",936,6.00,9.41,10.64,$227.45,"$1,212.48","$2,100.90","$2,909,947.31",$81.55,$644.31,"$1,306.13","$1,546,350.70",$0.00,$175.01,$518.24,"$420,014.99",$141.71,$819.32,"$1,507.76","$1,966,365.69"
2019,112,14-08,FAMILY MEDICINE,2,Commercial,4,5,1,771,335,2.00,6.88,18.07,$222.74,$418.47,$872.38,"$322,639.38",$63.54,$189.87,$600.73,"$146,389.53",$0.00,$47.87,$202.22,"$36,904.44",$92.98,$237.74,$658.60,"$183,293.97"
2019,58,14-08,FAMILY MEDICINE,2,Commercial,4,5,2,273,162,2.00,4.71,7.11,$275.00,$743.14,"$1,435.15","$202,878.13",$113.57,$415.02,"$1,031.66","$113,300.69",$0.00,$73.15,$309.94,"$19,970.65",$166.29,$488.17,"$1,115.23","$133,271.34"
2019,51,14-08,FAMILY MEDICINE,2,Commercial,4,5,3,147,72,1.00,2.88,4.63,$189.00,$538.47,"$1,481.00","$79,154.92",$22.06,$277.59,"$1,017.08","$40,806.04",$0.00,$26.38,$86.91,"$3,877.48",$85.53,$303.97,"$1,032.50","$44,683.52"
2019,64,14-08,FAMILY MEDICINE,2,Commercial,4,5,4,242,132,2.00,3.78,5.13,$202.00,$580.44,"$1,484.06","$140,465.80",$72.84,$304.41,$962.88,"$73,666.63",$0.00,$79.29,$410.66,"$19,187.86",$103.42,$383.70,"$1,101.65","$92,854.49"
2019,430,14-08,FAMILY MEDICINE,2,Commercial,5,1,1,"11,867","3,620",9.00,27.60,46.96,$297.00,$327.39,$198.85,"$3,885,156.48",$97.15,$148.64,$162.11,"$1,763,883.18",$0.00,$21.21,$78.46,"$251,692.69",$157.15,$169.85,$169.51,"$2,015,575.87"
2019,180,14-08,FAMILY MEDICINE,2,Commercial,5,1,2,"1,274",443,3.00,7.08,9.42,$296.00,$337.10,$193.26,"$429,460.18",$186.75,$185.81,$174.23,"$236,726.08",$0.00,$20.04,$74.89,"$25,529.70",$194.77,$205.85,$173.66,"$262,255.78"
2019,98,14-08,FAMILY MEDICINE,2,Commercial,5,1,3,432,143,2.00,4.41,4.84,$284.00,$323.77,$213.30,"$139,867.91",$111.46,$153.86,$154.78,"$66,469.05",$0.00,$11.63,$50.67,"$5,024.04",$143.33,$165.49,$157.46,"$71,493.09"
2019,144,14-08,FAMILY MEDICINE,2,Commercial,5,1,4,828,289,3.00,5.75,6.88,$283.00,$310.26,$207.92,"$256,892.64",$130.76,$155.25,$172.57,"$128,546.26",$0.00,$25.88,$82.11,"$21,430.24",$172.84,$181.13,$180.85,"$149,976.50"
2019,37,14-08,FAMILY MEDICINE,2,Commercial,5,2,1,874,345,8.00,23.62,39.95,$317.00,$351.15,$181.39,"$306,907.86",$71.80,$146.57,$167.40,"$128,101.28",$0.00,$30.04,$96.32,"$26,255.72",$150.92,$176.61,$179.12,"$154,357.00"
2019,64,14-08,FAMILY MEDICINE,2,Commercial,5,2,2,772,307,5.00,12.06,17.82,$375.75,$415.46,$273.71,"$320,733.02",$190.66,$213.70,$225.55,"$164,979.55",$0.00,$43.84,$116.27,"$33,847.06",$249.59,$257.55,$231.25,"$198,826.61"
2019,14,14-08,FAMILY MEDICINE,2,Commercial,5,2,3,44,18,3.00,3.14,2.18,$322.00,$365.17,$181.52,"$16,067.40",$56.63,$148.15,$178.74,"$6,518.72",$0.00,$85.98,$185.66,"$3,783.30",$232.82,$234.14,$204.45,"$10,302.02"
2019,28,14-08,FAMILY MEDICINE,2,Commercial,5,2,4,94,42,2.00,3.36,2.79,$323.00,$364.13,$233.50,"$34,227.86",$82.15,$158.97,$183.44,"$14,942.79",$0.00,$53.38,$131.72,"$5,017.30",$215.55,$212.34,$189.50,"$19,960.09"
2019,54,14-08,FAMILY MEDICINE,2,Commercial,5,3,1,447,254,2.00,8.28,25.29,$317.00,$412.83,$269.62,"$184,533.68",$39.92,$158.73,$216.05,"$70,954.44",$0.00,$28.34,$116.07,"$12,668.57",$61.10,$187.08,$236.16,"$83,623.01"
2019,19,14-08,FAMILY MEDICINE,2,Commercial,5,3,2,66,39,2.00,3.47,7.21,$401.00,$409.58,$210.25,"$27,032.48",$95.00,$184.96,$201.40,"$12,207.03",$0.00,$36.37,$116.78,"$2,400.18",$174.52,$221.32,$213.83,"$14,607.21"
2019,137,14-08,FAMILY MEDICINE,2,Commercial,5,3,3,"1,255",371,5.00,9.16,12.00,$171.00,$231.51,$317.18,"$290,539.32",$38.39,$86.08,$237.77,"$108,033.62",$0.00,$23.03,$67.21,"$28,899.10",$61.10,$109.11,$247.75,"$136,932.72"
2019,78,14-08,FAMILY MEDICINE,2,Commercial,5,3,4,350,140,2.00,4.49,5.08,$171.00,$244.29,$483.20,"$85,502.24",$28.84,$98.55,$295.70,"$34,491.33",$0.00,$28.23,$215.95,"$9,879.14",$50.20,$126.77,$488.91,"$44,370.47"
2019,64,14-08,FAMILY MEDICINE,2,Commercial,5,4,1,285,124,2.00,4.45,7.52,$201.55,$253.10,$187.49,"$72,133.09",$56.63,$89.57,$109.37,"$25,528.47",$0.00,$19.79,$70.75,"$5,639.26",$76.70,$109.36,$124.74,"$31,167.73"
2019,44,14-08,FAMILY MEDICINE,2,Commercial,5,4,2,126,50,2.00,2.86,2.48,$224.00,$259.06,$219.28,"$32,641.20",$27.39,$103.31,$192.60,"$13,016.90",$0.00,$20.04,$53.95,"$2,525.42",$87.52,$123.35,$193.16,"$15,542.32"
2019,88,14-08,FAMILY MEDICINE,2,Commercial,5,4,3,259,108,2.00,2.94,3.54,$228.00,$301.29,$221.43,"$78,034.81",$78.76,$112.36,$159.47,"$29,100.14",$0.00,$32.97,$81.20,"$8,540.06",$122.27,$145.33,$165.29,"$37,640.20"
